time_s,x,y,yaw_rad,speed_mps,command_speed_mps,steering_rad,tracking_error_m,center_error_m,minimum_clearance_m,planning_ms,planner_status,collision_count,progress_percent
269.404,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.000,WAITING,1,18.00
269.500,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,1.221,INFEASIBLE: no collision-free lattice connection,1,18.00
269.600,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.245,INFEASIBLE: no collision-free lattice connection,1,18.00
269.694,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.255,INFEASIBLE: no collision-free lattice connection,1,18.00
269.756,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.238,INFEASIBLE: no collision-free lattice connection,1,18.00
269.828,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.281,INFEASIBLE: no collision-free lattice connection,1,18.00
269.924,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.236,INFEASIBLE: no collision-free lattice connection,1,18.00
270.022,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.274,INFEASIBLE: no collision-free lattice connection,1,18.00
270.122,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.251,INFEASIBLE: no collision-free lattice connection,1,18.00
270.216,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.251,INFEASIBLE: no collision-free lattice connection,1,18.00
270.316,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.379,INFEASIBLE: no collision-free lattice connection,1,18.00
270.416,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.458,INFEASIBLE: no collision-free lattice connection,1,18.00
270.520,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.243,INFEASIBLE: no collision-free lattice connection,1,18.00
270.618,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.258,INFEASIBLE: no collision-free lattice connection,1,18.00
270.718,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.271,INFEASIBLE: no collision-free lattice connection,1,18.00
270.816,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.252,INFEASIBLE: no collision-free lattice connection,1,18.00
270.914,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,1.792,INFEASIBLE: no collision-free lattice connection,1,18.00
271.014,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,1.013,INFEASIBLE: no collision-free lattice connection,1,18.00
271.114,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.253,INFEASIBLE: no collision-free lattice connection,1,18.00
271.220,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.264,INFEASIBLE: no collision-free lattice connection,1,18.00
271.314,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.260,INFEASIBLE: no collision-free lattice connection,1,18.00
271.412,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.251,INFEASIBLE: no collision-free lattice connection,1,18.00
271.510,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.253,INFEASIBLE: no collision-free lattice connection,1,18.00
271.608,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.255,INFEASIBLE: no collision-free lattice connection,1,18.00
271.710,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.250,INFEASIBLE: no collision-free lattice connection,1,18.00
271.774,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.239,INFEASIBLE: no collision-free lattice connection,1,18.00
271.872,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.257,INFEASIBLE: no collision-free lattice connection,1,18.00
271.972,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.310,INFEASIBLE: no collision-free lattice connection,1,18.00
272.070,17.90318,5.91339,-0.02798,0.0000,0.0000,0.00000,inf,5.9134,-2.6634,0.238,INFEASIBLE: no collision-free lattice connection,1,18.00
272.142,-0.00133,0.00005,-0.00107,0.0684,0.0000,0.00000,inf,0.0001,3.2499,0.279,INFEASIBLE: no collision-free lattice connection,1,16.50
272.240,17.90318,5.91339,-0.02798,0.0000,0.0000,-0.00054,5.9134,5.9134,-2.6634,11.643,FEASIBLE,2,18.00
272.340,-0.00094,-0.00014,-0.00092,0.0002,0.4000,-0.13963,inf,0.0001,3.2499,0.261,INFEASIBLE: no collision-free lattice connection,2,16.50
272.440,0.00014,-0.00003,-0.00076,0.0309,0.8000,-0.13963,inf,0.0000,3.2500,0.926,INFEASIBLE: no collision-free lattice connection,2,15.00
272.540,0.00847,-0.00086,-0.00192,0.1285,0.3000,0.00190,0.0220,0.0009,3.2491,11.720,FEASIBLE,2,13.50
