time_s,x,y,yaw_rad,speed_mps,command_speed_mps,steering_rad,tracking_error_m,center_error_m,minimum_clearance_m,planning_ms,planner_status,collision_count,progress_percent
0.100,-0.00000,-0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2250,0.000,WAITING,0,0.00
0.206,-0.00268,-0.00009,0.00005,0.0676,0.5555,-0.01309,0.0014,0.0001,3.2249,34.428,FEASIBLE,0,0.00
0.300,-0.00267,-0.00009,0.00005,0.0003,0.7544,-0.03927,0.0092,0.0001,3.2249,35.644,FEASIBLE,0,0.00
0.400,-0.00592,-0.00243,-0.00402,0.0416,0.5665,-0.06545,0.0086,0.0024,3.2226,36.246,FEASIBLE,0,0.00
0.500,-0.00734,-0.00533,-0.00822,0.0306,0.4434,-0.09163,0.0435,0.0053,3.2197,35.406,FEASIBLE,0,0.00
0.600,-0.00365,-0.00799,-0.01202,0.0696,0.2936,-0.11781,0.0248,0.0080,3.2170,35.392,FEASIBLE,0,0.00
0.700,0.00698,-0.01066,-0.01566,0.1440,0.5486,-0.14399,0.0149,0.0107,3.2143,35.948,FEASIBLE,0,0.00
0.800,0.02543,-0.01299,-0.01856,0.2077,0.6373,-0.17017,0.0006,0.0130,3.2120,42.615,FEASIBLE,0,0.00
0.900,0.05004,-0.01749,-0.02429,0.2797,0.3452,-0.18555,0.0102,0.0175,3.2075,41.775,FEASIBLE,0,0.00
1.054,0.07560,-0.02330,-0.03165,0.3563,0.6204,-0.19173,0.0283,0.0233,3.2017,35.871,FEASIBLE,0,0.00
1.100,0.12508,-0.03527,-0.04612,0.4690,0.7337,-0.19522,0.0226,0.0353,3.1897,35.613,FEASIBLE,0,0.00
1.200,0.17678,-0.04760,-0.05992,0.5703,0.5137,-0.20591,0.0111,0.0476,3.1774,36.829,FEASIBLE,0,0.00
1.306,0.23857,-0.06148,-0.07392,0.6661,0.4916,-0.16664,0.0065,0.0615,3.1635,36.297,FEASIBLE,0,0.00
1.400,0.23857,-0.06148,-0.07392,0.6661,0.2566,-0.15500,0.0120,0.0615,3.1635,37.835,FEASIBLE,0,0.00
1.500,0.38453,-0.09079,-0.09643,0.7355,0.4014,-0.13856,0.0286,0.0908,3.1342,35.332,FEASIBLE,0,0.50
1.600,0.43894,-0.11274,-0.10183,0.6192,0.5504,-0.11793,0.0263,0.1127,3.1123,35.762,FEASIBLE,0,0.50
1.700,0.50258,-0.13973,-0.10308,0.7994,0.1629,-0.11518,0.0588,0.1397,3.0853,35.811,FEASIBLE,0,0.50
1.800,0.57768,-0.14164,-0.10847,0.7499,0.4889,-0.12875,0.0072,0.1416,3.0834,36.138,FEASIBLE,0,0.50
1.900,0.67506,-0.13149,-0.10439,1.0308,0.2891,-0.14120,0.0211,0.1315,3.0935,35.509,FEASIBLE,0,0.50
2.000,0.76392,-0.13384,-0.10465,0.8034,0.4749,-0.15547,0.0231,0.1338,3.0912,35.307,FEASIBLE,0,1.00
2.106,0.85198,-0.14274,-0.10401,0.6927,0.5062,-0.17490,0.0323,0.1427,3.0823,35.851,FEASIBLE,0,1.00
2.202,0.91456,-0.15101,-0.10785,0.5886,0.4634,-0.17490,0.0497,0.1510,3.0740,34.313,FEASIBLE,0,1.00
2.300,0.95639,-0.15843,-0.11449,0.4960,0.2458,-0.14872,0.0000,0.1584,3.0666,33.884,FEASIBLE,0,1.00
2.400,1.00132,-0.17278,-0.12672,0.4216,0.4947,-0.13837,0.0234,0.1728,3.0522,34.542,FEASIBLE,0,1.00
2.500,1.03652,-0.18736,-0.14029,0.3430,0.2936,-0.14067,0.0388,0.1874,3.0376,33.906,FEASIBLE,0,1.00
2.604,1.06678,-0.20103,-0.15289,0.2299,0.5220,-0.15522,0.0213,0.2010,3.0240,34.496,FEASIBLE,0,1.00
2.700,1.08041,-0.20737,-0.15864,0.1638,0.5748,-0.16934,0.0191,0.2074,3.0176,33.695,FEASIBLE,0,1.00
