time_s,x,y,yaw_rad,speed_mps,command_speed_mps,steering_rad,tracking_error_m,center_error_m,minimum_clearance_m,planning_ms,planner_status,collision_count,progress_percent
0.100,0.00000,0.00000,0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
0.200,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
0.300,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
0.400,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
0.500,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
0.600,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
0.700,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
0.800,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
0.900,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
1.000,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
1.100,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
1.200,-0.00000,0.00000,-0.00000,0.0000,0.0000,0.00000,inf,0.0000,3.2500,0.000,WAITING,0,0.00
1.300,-0.00000,0.00000,-0.00000,0.0000,1.7500,0.36527,0.0000,0.0000,3.2500,99.603,FEASIBLE,0,0.00
1.400,0.00051,0.00000,0.00001,0.0187,1.7500,0.36527,0.0002,0.0001,3.2499,89.938,FEASIBLE,0,0.00
1.500,0.00583,0.00000,0.00025,0.0961,1.7500,0.36532,0.0026,0.0013,3.2487,101.278,FEASIBLE,0,0.00
1.600,0.02195,0.00001,0.00146,0.2335,1.7500,0.36566,0.0098,0.0049,3.2451,99.528,FEASIBLE,0,0.00
1.700,0.05487,0.00012,0.00490,0.4309,1.7500,0.36609,0.0245,0.0122,3.2378,94.638,FEASIBLE,0,0.00
1.800,0.11008,0.00058,0.01213,0.6696,1.7500,0.36586,0.0488,0.0241,3.2259,89.576,FEASIBLE,0,0.00
1.900,0.18926,0.00203,0.02446,0.9096,2.1250,0.33284,0.0488,0.0405,3.2095,84.845,FEASIBLE,0,0.00
2.000,0.29240,0.00551,0.04288,1.1496,2.1250,0.32452,0.0671,0.0602,3.1898,83.776,FEASIBLE,0,0.50
2.100,0.41940,0.01257,0.06824,1.3896,2.1250,0.31078,0.0409,0.0818,3.1682,84.504,FEASIBLE,0,0.50
2.200,0.57005,0.02539,0.10130,1.6296,2.3750,0.20940,0.0423,0.1031,3.1469,82.353,FEASIBLE,0,0.50
2.300,0.74394,0.04672,0.14233,1.8696,2.3750,0.18522,0.0477,0.1212,3.1288,82.874,FEASIBLE,0,0.50
2.400,0.94036,0.07972,0.18937,2.1096,2.3750,0.12905,0.0533,0.1330,3.1170,81.527,FEASIBLE,0,1.00
2.500,1.15840,0.12735,0.23905,2.3496,2.5000,0.07802,0.0384,0.1353,3.1147,81.640,FEASIBLE,0,1.00
2.600,1.39689,0.19198,0.28811,2.5835,2.5000,0.01341,0.0357,0.1254,3.1246,81.249,FEASIBLE,0,1.50
2.700,1.65158,0.27411,0.33357,2.7523,2.5000,-0.04662,0.0086,0.1019,3.1481,79.334,FEASIBLE,0,1.50
2.800,1.91457,0.37140,0.37289,2.8411,2.3750,-0.11381,0.0045,0.0653,3.1847,79.398,FEASIBLE,0,2.00
2.900,2.17839,0.47978,0.40477,2.8499,2.3750,-0.17153,0.0385,0.0177,3.2323,78.578,FEASIBLE,0,2.00
3.000,2.43616,0.59419,0.42904,2.7787,2.1250,-0.22914,0.0393,0.0374,3.2126,78.642,FEASIBLE,0,2.50
3.100,2.68138,0.70914,0.44643,2.6275,2.3750,-0.19474,0.0082,0.0960,3.1540,77.693,FEASIBLE,0,2.50
3.200,2.90765,0.81922,0.45831,2.3963,2.1250,-0.24198,0.0183,0.1545,3.0955,77.693,FEASIBLE,0,3.00
3.300,3.10851,0.91934,0.46582,2.0863,2.1250,-0.27335,0.0275,0.2089,3.0411,77.387,FEASIBLE,0,3.00
3.400,3.28047,1.00625,0.46952,1.7833,2.1250,-0.30044,0.0675,0.2569,2.9931,77.041,FEASIBLE,0,3.50
3.500,3.42798,1.08115,0.46950,1.5403,2.1250,-0.32540,0.0588,0.2987,2.9513,76.661,FEASIBLE,0,3.50
3.600,3.55669,1.14616,0.46527,1.3573,2.1250,-0.33985,0.0587,0.3348,2.9152,75.997,FEASIBLE,0,3.50
3.700,3.67216,1.20359,0.45718,1.2343,2.1250,-0.34850,0.0593,0.3663,2.8837,76.277,FEASIBLE,0,3.50
3.800,3.77986,1.25585,0.44599,1.1713,1.7500,-0.35020,0.0615,0.3948,2.8552,76.941,FEASIBLE,0,4.00
3.900,3.88529,1.30536,0.43182,1.1683,2.1250,-0.34767,0.0552,0.4212,2.8288,76.999,FEASIBLE,0,4.00
4.000,3.99402,1.35431,0.41425,1.2253,2.1250,-0.34755,0.0228,0.4463,2.8037,80.111,FEASIBLE,0,4.00
4.100,4.11174,1.40455,0.39236,1.3423,2.1250,-0.25148,0.0239,0.4707,2.7793,81.251,FEASIBLE,0,4.00
4.200,4.24438,1.45731,0.36491,1.5193,2.1250,-0.23302,0.0257,0.4949,2.7551,82.334,FEASIBLE,0,4.50
4.300,4.39800,1.51304,0.33181,1.7502,2.3750,-0.20831,0.0308,0.5179,2.7321,83.453,FEASIBLE,0,4.50
4.400,4.57616,1.57068,0.29499,1.9902,2.3750,-0.17463,0.0319,0.5376,2.7124,83.996,FEASIBLE,0,4.50
4.500,4.77947,1.62807,0.25664,2.2302,2.3750,-0.14336,0.0327,0.5526,2.6974,81.426,FEASIBLE,0,5.00
4.600,5.00806,1.68319,0.21804,2.4635,2.5000,-0.10415,0.0271,0.5606,2.6894,85.607,FEASIBLE,0,5.00
4.700,5.25858,1.73355,0.18008,2.6307,2.5000,-0.06442,0.0234,0.5601,2.6899,76.566,FEASIBLE,0,5.50
4.800,5.52328,1.77656,0.14318,2.7179,2.5000,-0.02168,0.0086,0.5502,2.6998,75.483,FEASIBLE,0,5.50
4.900,5.79396,1.81052,0.10731,2.7251,2.5000,0.02093,0.0019,0.5311,2.7189,79.890,FEASIBLE,0,6.00
5.000,6.06233,1.83464,0.07280,2.6523,2.5000,0.06716,0.0225,0.5034,2.7466,76.345,FEASIBLE,0,6.00
5.100,6.32002,1.84915,0.04049,2.4996,2.3750,0.11151,0.0393,0.4691,2.7809,76.531,FEASIBLE,0,6.50
5.200,6.56023,1.85529,0.01147,2.3069,2.3750,0.15951,0.0558,0.4305,2.8195,75.758,FEASIBLE,0,6.50
5.300,6.78238,1.85497,-0.01345,2.1495,2.3750,0.19925,0.0726,0.3895,2.8605,84.486,FEASIBLE,0,7.00
5.400,6.99180,1.84992,-0.03366,2.0521,2.1250,0.24192,0.0792,0.3468,2.9032,91.153,FEASIBLE,0,7.00
5.500,7.19442,1.84149,-0.04819,2.0147,2.1250,0.29447,0.1377,0.3020,2.9480,91.153,FEASIBLE,0,7.00
5.600,7.39625,1.83081,-0.05632,2.0373,2.1250,0.30230,0.1665,0.2563,2.9937,106.678,FEASIBLE,0,7.50
5.700,7.60335,1.81886,-0.05776,2.1199,2.1250,0.32902,0.2286,0.2085,3.0415,100.439,FEASIBLE,0,7.50
5.800,7.81958,1.80681,-0.05265,2.1966,1.7500,0.35051,0.2994,0.1596,3.0904,100.029,FEASIBLE,0,8.00
5.900,8.03949,1.79634,-0.04191,2.1934,1.7500,0.36744,0.3872,0.1124,3.1376,99.296,FEASIBLE,0,8.00
6.000,8.25512,1.78884,-0.02747,2.1102,1.7500,0.35369,0.3755,0.0690,3.1810,75.687,FEASIBLE,0,8.50
6.100,8.45844,1.78485,-0.01176,1.9470,1.7500,0.35857,0.4388,0.0324,3.2176,75.577,FEASIBLE,0,8.50
6.200,8.64142,1.78410,0.00331,1.7063,1.7500,0.36220,0.2245,0.0022,3.2478,76.616,FEASIBLE,0,8.50
6.300,8.79999,1.78571,0.01687,1.4797,2.1250,0.33117,0.1191,0.0214,3.2286,75.135,FEASIBLE,0,9.00
6.400,8.93892,1.78893,0.02940,1.3131,2.1250,0.30012,0.0885,0.0396,3.2104,75.196,FEASIBLE,0,9.00
6.500,9.06422,1.79341,0.04201,1.2065,2.1250,0.29610,0.0629,0.0544,3.1956,75.999,FEASIBLE,0,9.00
6.600,9.18185,1.79918,0.05621,1.1599,2.1250,0.32734,0.0633,0.0668,3.1832,75.826,FEASIBLE,0,9.00
6.700,9.29778,1.80668,0.07317,1.1733,2.1250,0.32779,0.0669,0.0769,3.1731,75.217,FEASIBLE,0,9.50
6.800,9.41794,1.81672,0.09364,1.2467,2.1250,0.31690,0.0747,0.0846,3.1654,75.994,FEASIBLE,0,9.50
6.900,9.54817,1.83060,0.11873,1.3801,2.1250,0.30207,0.0563,0.0899,3.1601,74.986,FEASIBLE,0,9.50
7.000,9.69421,1.85035,0.14981,1.5735,2.1250,0.23843,0.0649,0.0918,3.1582,74.700,FEASIBLE,0,9.50
7.100,9.86118,1.87880,0.18708,1.8112,2.1250,0.21398,0.0776,0.0873,3.1627,74.075,FEASIBLE,0,10.00
7.200,10.05034,1.91880,0.22847,2.0512,2.3750,0.17777,0.0528,0.0740,3.1760,75.227,FEASIBLE,0,10.00
7.300,10.26089,1.97274,0.27164,2.2912,2.3750,0.18587,0.0574,0.0498,3.2002,76.326,FEASIBLE,0,10.50
7.400,10.49147,2.04258,0.31488,2.5133,2.3750,0.12359,0.0650,0.0108,3.2392,77.910,FEASIBLE,0,10.50
7.500,10.73636,2.12825,0.35652,2.6597,2.5000,0.07799,0.0143,0.0420,3.2080,77.094,FEASIBLE,0,10.50
7.600,10.98743,2.22756,0.39541,2.7261,2.5000,0.05609,0.0049,0.1095,3.1405,78.563,FEASIBLE,0,11.00
7.700,11.23698,2.33720,0.43137,2.7125,2.5000,0.01173,0.0038,0.1876,3.0624,78.563,FEASIBLE,0,11.50
7.800,11.47769,2.45302,0.46467,2.6189,2.5000,-0.03226,0.0334,0.2749,2.9751,144.259,FEASIBLE,0,11.50
7.900,11.70273,2.57026,0.49506,2.4512,2.5000,-0.05580,0.0322,0.3654,2.8846,144.259,FEASIBLE,0,11.50
8.000,11.90996,2.68591,0.52216,2.3082,2.5000,-0.09765,0.0237,0.4582,2.7918,155.142,FEASIBLE,0,12.00
8.100,12.10451,2.80106,0.54577,2.2252,2.3750,-0.13846,0.1355,0.5518,2.6982,78.355,FEASIBLE,0,12.00
8.200,12.29209,2.91762,0.56501,2.2022,2.3750,-0.15753,0.0056,0.6485,2.6015,78.844,FEASIBLE,0,12.50
8.300,12.47836,3.03767,0.57867,2.2392,2.3750,-0.10716,0.0531,0.7496,2.5004,97.860,FEASIBLE,0,12.50
8.400,12.66895,3.16334,0.58587,2.3303,2.1250,-0.22194,0.0540,0.8558,2.3942,78.442,FEASIBLE,0,13.00
8.500,12.86556,3.29400,0.58601,2.3767,2.1250,-0.21008,0.0905,0.9681,2.2819,80.327,FEASIBLE,0,13.00
8.600,13.06308,3.42427,0.57909,2.3431,2.1250,-0.22306,0.0737,1.0799,2.1701,78.684,FEASIBLE,0,13.00
8.700,13.25572,3.54855,0.56605,2.2354,2.3750,-0.16113,0.0120,1.1872,2.0628,79.035,FEASIBLE,0,13.50
8.800,13.44140,3.66429,0.54829,2.1524,2.1250,-0.28227,0.0641,1.2872,1.9628,79.608,FEASIBLE,0,13.50
8.900,13.62404,3.77321,0.52711,2.1025,2.1250,-0.22170,0.0692,1.3808,1.8692,78.042,FEASIBLE,0,13.50
